time,LT,HTR,WM,FR,DW 
1303158063,206,1,200,0,2
1303158081,207,1,200,0,3
1303158098,206,1,198,0,3
1303158121,204,23,196,1,2
1303158138,204,24,195,1,2
1303158155,204,25,195,1,2
1303158177,204,26,193,1,2
1303158195,204,27,193,1,2
1303158212,204,27,193,1,2
1303158234,204,27,193,1,2
1303158252,205,27,193,0,3
1303158269,205,27,193,0,3
1303158288,205,26,193,131,2
1303158310,205,26,192,133,2
1303158327,204,26,192,132,2
1303158345,205,26,192,215,2
1303158367,205,26,192,125,2
1303158384,204,26,192,123,2
1303158401,204,26,192,121,3
1303158424,204,26,193,120,3
1303158440,204,26,194,120,3
1303158458,204,26,194,121,3
1303158480,204,26,194,119,3
1303158498,204,26,195,120,2
1303158515,204,26,194,118,2
1303158537,204,26,194,119,2
1303158555,204,26,195,117,2
1303158572,204,26,194,117,3
1303158594,204,26,195,117,2
1303158611,205,26,194,119,3
1303158628,205,26,195,117,3
1303158645,204,26,195,118,2
1303158667,205,26,195,119,3
1303158685,204,25,195,202,2
1303158702,205,26,195,117,3
1303158725,205,25,195,203,3
1303158742,206,25,196,119,0
1303158760,206,25,196,118,1
1303158783,206,26,196,118,1
1303158801,206,25,196,118,1
1303158820,206,25,195,118,3
1303158842,205,25,195,118,3
1303158860,205,25,195,116,2
1303158877,206,25,195,119,3
1303158900,206,25,195,119,2
1303158916,205,25,195,118,2
1303158934,206,25,195,117,2
1303158956,205,25,195,117,2
1303158974,205,25,195,116,2
1303158991,205,25,195,115,2
1303159008,205,25,195,117,3
1303159031,205,25,195,142,2
1303159048,205,25,195,144,3
1303159065,206,25,196,119,1
1303159087,206,25,196,118,1
1303159106,206,25,196,119,1
1303159128,205,25,195,119,2
1303159150,204,24,194,117,3
1303159168,204,25,194,118,3
1303159185,204,25,194,118,3
1303159208,204,25,194,118,3
1303159225,204,24,194,119,2
1303159242,204,24,194,117,2
1303159265,204,24,194,116,3
1303159282,204,24,194,116,2
1303159299,204,24,194,203,2
1303159322,204,24,194,117,3
1303159339,204,24,194,116,2
1303159357,204,24,194,117,2
1303159379,204,24,194,118,2
1303159396,204,24,194,116,2
1303159413,204,24,194,116,2
1303159436,204,24,195,117,2
1303159453,204,24,194,117,2
1303159470,204,24,195,116,2
1303159487,204,24,194,118,2
1303159510,204,24,195,116,2
1303159527,204,24,194,115,2
1303159544,205,24,195,116,2
1303159566,205,24,195,116,2
1303159584,204,24,194,115,2
1303159600,205,24,194,115,3
1303159623,204,24,194,114,2
1303159640,205,24,195,0,3
1303159657,206,24,196,0,1
1303159679,206,25,196,0,1
1303159697,204,24,195,0,2
1303159714,205,24,195,0,2
1303159736,205,24,195,0,2
1303159753,206,24,195,0,3
1303159770,205,24,194,0,3
1303159787,204,24,194,0,3
1303159810,205,24,195,0,3
1303159827,205,24,194,0,3
1303159844,205,24,194,0,3
1303159868,205,24,194,0,3
1303159885,206,24,195,0,3
1303159902,205,24,194,0,3
1303159924,205,24,194,0,3
1303159942,205,24,194,0,2
1303159959,205,24,194,0,2
1303159982,205,24,194,0,2
1303159999,205,24,195,0,3
1303160016,205,24,195,0,3
1303160039,205,24,194,0,3
1303160056,205,24,194,0,3
1303160073,205,24,195,0,2
1303160096,206,24,195,0,3
1303160113,206,24,195,0,3
1303160130,206,24,195,0,2
1303160147,206,24,195,0,2
1303160169,206,24,195,0,3
1303160187,206,24,195,0,3
1303160204,206,24,195,0,2
1303160226,206,24,195,0,3
1303160243,206,24,195,0,3
1303160260,206,1,195,0,3
1303160282,206,1,195,0,3
1303160299,206,1,195,0,2
1303160317,206,1,195,0,2
1303160339,205,1,194,0,2
1303160357,205,1,194,0,2
1303160374,205,1,194,0,3
1303160407,205,1,195,1,3
1303160424,205,1,195,0,3
1303160442,205,1,194,0,3
1303160464,205,1,194,131,3
1303160481,205,1,194,132,2
1303160498,205,1,194,128,3
1303160521,205,1,194,124,3
1303160538,205,1,194,120,2
1303160555,205,1,194,120,2
1303160577,205,1,64,118,2
1303160595,205,1,51,117,2
1303160612,205,0,51,118,2
1303160634,205,1,51,117,2
1303160652,206,0,51,118,2
1303160669,206,1,51,116,2
1303160686,205,0,51,118,2
1303160708,205,1,51,115,2
1303160726,205,1,51,116,2
1303160743,205,1,51,115,2
1303160766,205,1,51,116,2
1303160783,204,1,51,116,2
1303160800,204,1,51,115,2
1303160823,205,1,51,116,2
1303160840,205,1,51,115,2
1303160857,205,1,51,115,2
1303160880,205,1,51,116,2
1303160897,205,1,51,116,2
1303160914,205,1,51,115,2
1303160937,205,0,51,115,2
1303160954,204,1,51,115,2
1303160971,205,1,51,115,2
1303160994,205,1,51,114,2
1303161011,205,1,51,114,2
1303161028,205,1,51,114,2
1303161045,205,0,51,115,2
1303161068,205,0,51,114,2
1303161085,205,1,51,0,2
1303161103,205,0,51,0,2
1303161125,205,1,51,0,2
1303161142,205,1,51,0,2
1303161160,205,1,51,0,2
1303161182,205,1,51,0,2
1303161199,205,1,51,0,2
1303161216,205,0,51,0,2
1303161239,205,1,51,0,2
1303161256,206,1,51,0,2
1303161273,206,1,51,0,2
1303161296,206,1,51,0,2
1303161313,206,1,51,0,2
1303161330,206,1,51,0,2
1303161347,206,1,51,0,2
1303161370,206,1,51,0,2
1303161388,206,0,51,0,2
1303161405,205,1,51,0,2
1303161427,205,1,51,0,2
1303161444,205,0,51,0,2
1303161462,205,0,51,0,2
1303161484,205,1,51,0,2
1303161501,205,1,51,0,2
1303161518,205,1,50,0,2
1303161541,205,1,51,0,2
1303161558,205,1,51,0,2
1303161575,205,0,51,0,2
1303161598,205,1,51,0,2
1303161615,205,1,50,0,2
1303161633,205,1,51,0,2
1303161655,205,1,51,0,2
1303161672,205,1,51,0,2
1303161689,205,1,51,0,2
1303161706,205,1,51,0,2
1303161729,205,1,51,0,2
1303161746,205,1,51,0,2
1303161764,205,1,51,0,2
1303161786,204,0,51,0,2
1303161804,205,1,51,0,2
1303161821,205,1,51,0,2
1303161843,205,1,51,0,2
1303161864,205,1,51,0,2
1303162032,205,0,51,0,2
1303162049,205,1,51,0,2
1303162066,205,1,51,0,2
1303162111,205,0,51,132,2
1303162128,205,1,51,130,2
1303162150,205,1,51,128,2
1303162167,205,1,51,125,2
1303162184,205,1,51,121,2
1303162207,205,1,51,117,2
1303162225,205,0,51,118,2
1303162241,205,0,51,116,2
1303162259,204,1,51,115,2
1303162282,204,1,51,115,2
1303162299,204,1,50,116,2
1303162316,204,1,51,115,2
1303162338,204,0,51,117,2
1303162356,203,0,50,115,2
1303162373,203,1,50,116,2
1303162395,204,0,50,117,2
1303162412,203,1,50,115,2
1303162429,203,0,50,115,2
1303162452,203,0,50,114,2
1303162469,203,0,51,116,2
1303162486,204,1,50,115,2
1303162509,204,1,51,115,2
1303162526,203,0,51,116,2
1303162543,204,1,50,114,2
1303162561,203,1,50,115,2
1303162583,203,1,51,113,2
1303162601,204,1,51,114,2
1303162618,203,1,51,114,2
1303162641,203,0,51,113,2
1303162659,204,1,51,114,2
1303162676,203,1,51,113,2
1303162699,204,1,50,114,2
1303162716,204,1,51,0,2
1303162735,204,1,51,0,2
1303162758,204,1,51,0,2
1303162775,204,0,51,0,2
1303162792,204,1,51,0,2
1303162814,204,1,51,0,2
1303162831,204,0,51,0,2
1303162849,203,1,51,0,2
1303162871,203,1,51,0,2
1303162888,204,1,51,0,2
1303162905,204,1,51,0,2
1303162928,203,1,51,0,2
1303162945,204,1,51,0,2
1303162962,203,1,51,0,2
1303162979,204,1,51,0,2
1303163002,204,1,51,0,2
1303163019,203,1,51,0,2
1303163036,203,1,51,0,2
1303163059,203,1,51,0,2
1303163076,203,1,51,0,2
1303163093,203,0,51,0,2
1303163115,203,1,51,0,2
1303163133,203,1,50,0,2
1303163150,203,1,51,0,2
1303163173,203,1,51,0,2
1303163190,204,0,51,0,2
1303163207,203,0,51,0,2
1303163230,204,1,51,0,2
1303163247,204,1,51,0,2
1303163264,204,1,51,0,2
1303163287,204,1,51,0,2
1303163304,205,1,51,0,2
1303163321,204,1,51,0,2
1303163338,204,1,50,0,2
1303163361,204,1,51,0,2
1303163408,204,1,51,0,2
1303163432,204,0,51,0,2
1303163449,204,1,51,0,2
1303163471,204,0,51,0,2
1303163489,204,1,51,0,2
1303163509,204,1,51,0,2
1303163532,204,1,51,0,2
1303163549,204,1,51,0,2
1303163567,204,1,51,0,2
1303163589,204,1,51,0,2
1303163606,204,1,51,0,2
1303163623,204,1,51,0,2
1303163640,204,1,51,0,2
1303163662,205,1,51,0,2
1303163683,204,1,51,0,2
1303163708,204,1,51,0,2
1303163725,205,1,51,0,2
1303163742,204,0,51,0,2
1303163768,204,0,51,0,2
1303163786,205,1,51,0,2
1303163803,205,1,51,0,2
1303163820,204,0,51,0,2
1303163843,204,0,51,0,2
1303163860,204,1,51,113,2
1303163878,204,1,51,132,2
1303163900,205,1,51,130,2
1303163917,204,1,51,127,2
1303163935,203,1,51,125,2
1303163957,203,1,51,118,2
1303163974,203,1,50,117,2
1303163991,203,1,51,117,2
1303164014,203,0,51,117,2
1303164031,204,0,51,117,2
1303164048,204,1,51,117,2
1303164071,204,1,51,116,2
1303164088,203,1,51,116,2
1303164105,203,22,50,115,2
1303164134,204,25,51,116,2
1303164151,204,26,51,116,2
1303164169,204,26,51,115,2
1303164201,204,26,51,116,2
1303164222,204,26,51,116,2
1303164239,204,26,51,114,2
1303164261,204,26,51,117,2
1303164278,204,26,51,113,2
1303164295,204,26,51,115,2
1303164318,204,26,51,114,2
1303164335,204,26,51,115,2
1303164352,204,26,51,113,2
1303164375,204,26,51,115,2
1303164392,203,26,51,113,2
1303164412,204,26,51,115,2
1303164435,204,26,51,114,2
1303164452,204,26,51,115,2
1303164469,204,26,51,114,2
1303164491,204,26,51,115,2
1303164508,204,26,51,115,2
1303164526,204,26,51,115,2
1303164548,204,26,51,0,2
1303164565,205,26,51,0,2
1303164582,205,26,51,0,2
1303164600,205,26,50,0,2
1303164621,204,26,51,0,2
1303164639,205,26,51,0,2
1303164656,205,26,51,1,2
1303164683,205,25,51,0,2
1303164699,205,25,51,0,2
1303164717,205,25,51,0,2
1303164740,204,25,50,0,2
1303164757,204,25,51,0,2
1303164774,204,25,51,0,2
1303164796,204,25,51,0,2
1303164813,204,25,51,0,2
1303164831,204,25,51,0,2
1303164853,204,25,51,0,2
1303164871,204,25,51,0,2
1303164889,204,25,51,0,2
1303164911,204,25,51,0,2
1303164932,204,25,51,0,2
1303164950,204,25,51,0,2
1303164972,204,25,51,0,2
1303164989,204,24,51,0,2
1303165007,204,24,51,0,2
1303165030,204,24,51,0,2
1303165047,204,0,51,0,2
1303165064,204,34,51,0,2
1303165087,204,34,51,0,2
1303165104,205,34,51,0,2
1303165122,204,1,51,0,2
1303165139,205,1,51,0,2
1303165161,205,1,51,0,2
1303165178,205,1,50,0,2
1303165196,204,1,51,0,2
1303165218,205,1,51,0,2
1303165235,205,1,51,0,2
1303165253,205,0,51,0,2
1303165275,205,1,51,1,2
1303165293,205,1,51,1,2
1303165310,204,0,51,0,2
1303165332,205,1,51,0,2
1303165349,0,1,0,0,2
1303165366,23,1,0,0,2
1303165389,22,1,0,0,2
1303165409,22,1,0,0,2
1303165426,22,1,0,0,2
1303165449,22,1,0,0,2
1303165466,22,1,0,0,2
1303165483,22,1,0,0,2
1303165500,22,1,0,0,2
1303165523,22,1,0,0,2
1303165540,22,1,0,0,2
1303165557,22,1,0,1,2
1303165580,21,1,0,0,2
1303165597,21,1,0,0,2
1303165614,22,1,0,0,2
1303165637,21,1,0,0,2
1303165654,22,1,0,0,2
1303165672,21,1,0,1,2
1303165694,21,1,0,0,2
1303165711,21,1,0,0,2
1303165728,21,1,0,0,2
1303165751,21,0,0,0,2
1303165769,21,1,0,1,2
1303165786,22,1,0,1,2
1303165808,22,1,0,0,2
1303165825,21,1,0,0,2
1303165843,21,1,0,0,2
1303165860,21,1,0,1,2
1303165882,21,1,0,131,2
1303165899,22,1,0,130,2
1303165916,21,1,0,131,2
1303165938,21,1,0,124,2
1303165956,21,1,0,122,2
1303165973,21,1,0,119,2
1303165996,21,1,0,118,2
1303166013,21,1,0,118,2
1303166030,21,1,0,115,2
1303166053,21,1,0,118,2
1303166070,21,1,0,115,2
1303166088,21,1,0,117,2
1303166110,22,1,0,115,2
1303166127,21,1,0,115,2
1303166144,21,1,0,117,2
1303166166,22,1,0,115,2
1303166183,21,1,0,116,2
1303166201,21,1,0,115,2
1303166218,21,1,0,116,2
1303166241,21,1,0,116,2
1303166258,22,1,0,115,2
1303166275,21,1,0,115,2
1303166298,21,1,0,115,2
1303166315,21,1,0,114,2
1303166332,22,1,0,114,2
1303166354,21,1,0,116,2
1303166373,22,1,0,114,2
1303166390,22,1,0,113,2
1303166413,21,1,0,114,2
1303166430,21,1,0,115,2
1303166447,21,1,0,114,2
1303166470,21,1,0,114,2
1303166488,21,1,0,114,2
1303166505,21,1,0,115,2
1303166527,21,1,0,0,2
1303166544,21,1,0,0,2
1303166561,21,1,0,0,2
1303166579,21,1,0,0,2
1303166601,21,1,0,0,2
1303166618,21,1,0,0,2
1303166635,21,1,0,0,2
1303166658,21,1,0,0,2
1303166675,21,1,0,0,2
1303166692,21,1,0,0,2
1303166714,21,1,0,0,2
1303166732,21,1,0,0,2
1303166749,21,1,0,0,2
1303166771,21,1,0,0,2
1303166788,21,1,0,0,2
1303166806,21,1,0,0,2
1303166828,21,1,0,0,2
1303166845,21,1,0,0,2
1303166862,21,1,0,1,2
1303166880,21,1,0,0,2
1303166902,21,1,0,0,2
1303166919,21,1,0,0,2
1303166936,21,1,0,0,2
1303166959,21,1,0,0,2
1303166977,21,1,0,0,2
1303166993,21,1,0,1,2
1303167016,21,1,0,1,2
1303167033,21,1,0,0,2
1303167050,21,1,0,0,2
1303167072,21,1,0,0,2
1303167089,22,1,0,0,2
1303167106,21,1,0,0,2
1303167128,21,1,0,0,2
1303167146,21,1,0,0,2
1303167163,21,1,0,0,2
1303167180,21,1,0,0,2
1303167202,21,1,0,0,2
1303167220,22,1,0,0,2
1303167237,21,1,0,0,2
1303167259,22,1,0,0,2
1303167276,21,1,0,0,2
1303167293,21,1,0,0,2
1303167316,21,1,0,0,2
1303167332,22,1,0,0,2
1303167350,21,1,0,0,2
1303167372,21,1,0,0,2
1303167389,21,1,0,0,2
1303167406,21,1,0,0,2
1303167429,21,1,0,0,2
1303167447,21,1,0,0,2
1303167464,21,1,0,0,2
1303167486,22,1,0,0,2
1303167503,21,1,0,0,2
1303167521,21,1,0,1,2
1303167538,21,1,0,1,2
1303167560,21,1,0,0,2
1303167577,21,1,0,0,2
1303167598,21,1,0,1,2
1303167624,21,1,0,0,2
1303167641,21,1,0,0,2
1303167668,22,1,0,0,2
1303167705,21,1,0,0,2
1303167728,21,1,0,0,2
1303167745,21,1,0,0,2
1303167762,21,1,0,0,2
1303167788,21,1,0,0,2
1303167804,21,1,0,0,2
1303167829,21,1,0,0,2
1303167860,21,1,0,0,2
1303167881,21,1,0,0,2
1303167898,21,1,0,0,2
1303167920,21,1,0,0,2
1303167937,21,1,0,0,2
1303167955,21,1,0,130,2
1303167977,21,1,0,132,2
1303167994,21,1,0,130,2
1303168011,21,1,0,128,2
1303168034,21,1,0,121,2
1303168051,21,1,0,119,2
1303168069,21,1,0,119,2
1303168091,21,1,0,118,2
1303168109,21,1,0,117,2
1303168126,21,1,0,117,2
1303168148,21,1,0,117,2
1303168165,21,1,0,117,2
1303168186,21,1,0,118,2
1303168208,21,1,0,117,2
1303168225,21,1,0,115,2
1303168243,21,1,0,115,2
1303168260,21,1,0,117,2
1303168282,21,1,0,115,2
1303168299,21,1,0,115,2
1303168317,21,1,0,115,2
1303168340,21,1,0,116,2
1303168357,21,1,0,116,1
1303168374,21,1,0,115,1
1303168396,21,1,0,114,2
1303168414,21,1,0,115,1
1303168431,21,1,0,114,2
1303168453,21,1,0,114,2
1303168470,21,1,0,114,2
1303168488,21,1,0,113,2
1303168511,21,1,0,114,1
1303168528,21,1,0,114,1
1303168545,21,1,0,114,1
1303168568,21,1,0,113,2
1303168585,21,1,0,0,2
1303168603,21,1,0,1,2
1303168620,21,1,0,0,2
1303168643,21,1,0,0,2
1303168677,21,1,0,1,2
1303168704,21,1,0,0,2
1303168721,21,1,0,0,2
1303168750,21,1,0,0,2
1303168797,21,1,0,1,2
1303168847,21,1,0,0,2
1303168870,21,1,0,1,2
1303168890,21,1,0,0,2
1303168908,21,1,0,0,2
1303168930,21,1,0,0,2
1303168948,21,1,0,0,2
1303168965,21,1,0,0,2
1303168988,21,1,0,0,2
1303169008,21,1,0,0,2
1303169026,21,1,0,0,2
1303169055,21,1,0,0,2
1303169096,21,1,0,0,2
1303169121,21,1,0,0,2
1303169153,21,1,0,0,2
1303169175,21,1,0,0,2
1303169193,21,1,0,0,2
1303169210,21,1,0,0,2
1303169233,21,1,0,1,2
1303169250,21,1,0,0,2
1303169267,21,1,0,0,2
1303169484,21,1,0,0,2
1303169501,21,1,0,0,2
1303169518,21,1,0,0,2
1303169559,21,1,0,1,2
1303169576,21,1,0,0,2
1303169593,21,0,0,0,2
1303169616,21,1,0,0,2
1303169633,21,1,0,0,2
1303169651,21,1,0,0,2
1303169673,21,1,0,0,2
1303169690,21,1,0,0,2
1303169707,21,1,0,0,2
1303169733,21,1,0,0,2
1303169750,21,1,0,0,2
1303169767,21,1,0,0,2
1303169784,21,1,0,0,2
1303169807,21,1,0,0,2
1303169824,21,1,0,0,2
1303169841,21,1,0,1,2
1303169864,21,1,0,0,2
1303169881,21,1,0,0,2
1303169898,21,1,0,0,2
1303169920,21,1,0,0,2
1303169938,21,0,0,0,2
1303169955,21,1,0,0,2
1303169977,21,1,0,0,2
1303169994,21,1,0,0,2
1303170012,21,1,0,0,2
1303170034,21,1,0,0,2
1303170051,21,1,0,0,2
1303170068,21,1,0,130,2
1303170085,21,1,0,133,2
1303170108,21,1,0,131,2
1303170125,21,1,0,127,2
1303170142,21,1,0,122,1
1303170165,21,1,0,120,2
1303170182,21,1,0,119,2
1303170199,21,1,0,117,2
1303170222,22,1,113,117,2
1303170240,21,1,114,118,2
1303170259,205,1,114,119,2
1303170282,204,1,115,119,2
1303170299,204,1,116,116,2
1303170316,204,1,117,117,2
1303171460,204,25,142,0,3
1303171478,203,25,142,0,3
1303171496,203,25,142,1,3
1303171612,204,25,142,1,3
1303171654,204,25,142,0,3
1303171671,204,25,142,0,3
1303171699,204,25,142,0,3
1303171724,204,25,141,0,3
1303171742,203,25,141,0,3
1303171761,204,25,141,0,3
1303171783,204,25,141,1,3
1303171802,204,25,141,0,3
1303171820,205,25,142,0,3
1303171843,204,25,141,0,3
1303171861,204,25,142,0,3
1303171879,206,25,142,1,3
1303171902,205,25,142,0,3
1303171920,205,25,142,0,2
1303171937,205,25,142,0,2
1303171960,205,25,142,1,2
1303171977,205,25,141,1,2
1303171994,205,25,142,0,3
1303172017,205,24,142,83,2
1303172034,205,24,141,24,3
1303172051,205,24,142,219,2
1303172074,205,25,142,134,2
1303172091,205,24,141,132,2
1303172108,205,24,142,126,2
1303172130,205,24,141,122,3
1303172147,205,25,141,123,2
1303172165,205,24,141,122,3
1303172182,205,24,142,120,2
1303172205,205,25,141,120,3
1303172222,205,24,142,119,2
1303172239,205,24,141,119,3
1303172261,205,25,141,121,3
1303172279,205,24,141,121,2
1303172296,205,24,142,118,2
1303172318,205,25,141,120,2
1303172335,205,25,142,118,2
1303172352,205,25,141,119,3
1303172375,205,25,142,118,3
1303172392,205,24,141,119,2
1303172409,205,25,142,117,3
1303172431,205,24,141,117,2
1303172448,205,25,142,118,3
1303172465,205,24,141,117,2
1303172482,205,24,141,118,3
1303172504,205,24,142,117,3
1303172522,206,25,142,117,3
1303172539,205,25,141,116,2
1303172561,206,25,142,116,2
1303172578,206,25,141,117,3
1303172595,206,24,142,116,2
1303172618,206,25,142,115,3
1303172635,206,25,142,115,2
1303172652,205,24,141,114,3
1303172675,205,24,142,117,3
1303172692,205,25,142,116,3
1303172709,205,25,142,116,2
1303172732,205,24,141,117,3
1303172749,205,25,142,116,3
1303172766,205,25,141,116,3
1303172783,205,24,141,115,3
1303172806,204,25,141,1,3
1303172824,205,25,141,1,3
1303172843,205,25,141,1,3
1303172865,204,25,141,1,3
1303172883,204,24,141,0,3
1303172901,205,25,141,0,3
1303172923,204,24,141,0,3
1303172941,205,24,141,0,2
1303172958,205,24,141,1,3
1303172981,204,24,141,1,3
1303172999,205,24,141,1,3
1303173018,205,24,141,1,3
1303173041,205,24,141,1,3
1303173058,205,25,141,0,3
1303173076,204,24,140,0,3
1303173099,204,25,141,1,3
1303173116,204,24,141,1,3
1303173133,204,25,141,0,2
1303173155,204,25,140,0,3
1303173174,204,25,140,0,3
1303173192,204,25,140,1,3
1303173215,204,25,140,1,3
1303173233,204,25,140,1,3
1303173250,204,25,140,1,3
1303173272,204,24,140,0,3
1303173289,204,25,140,1,3
1303173306,204,1,140,0,2
1303173329,204,1,140,1,3
1303173346,205,1,140,0,3
1303173364,205,1,141,0,3
1303173382,360,1,141,0,3
1303173405,361,0,141,0,2
1303173423,361,1,140,0,3
1303173442,360,0,140,0,3
1303173464,361,1,141,1,3
1303173483,361,0,140,0,3
1303173501,360,0,140,0,3
1303173524,361,0,141,0,3
1303173542,361,1,141,0,3
1303173561,360,0,140,0,3
1303173584,360,0,140,0,3
1303173602,359,1,140,0,3
1303173620,360,0,141,0,3
1303173643,359,0,140,0,3
1303173661,359,0,140,0,3
1303173680,359,0,140,0,3
1303173702,359,1,140,0,3
1303173721,359,0,140,0,3
1303173739,359,1,140,0,2
1303173762,359,1,140,0,3
1303173779,359,0,140,0,3
1303173796,359,1,140,0,3
1303173819,359,1,140,1,3
1303173836,359,24,140,114,3
1303173853,359,26,140,135,3
1303173876,358,28,140,131,2
1303173893,359,28,140,127,2
1303173910,358,28,140,126,3
1303173933,357,28,140,119,3
1303173950,357,27,140,119,2
1303173967,358,27,140,118,3
1303173990,357,27,140,116,2
1303174007,358,27,140,119,3
1303174024,358,26,140,115,2
1303174041,358,26,140,117,3
1303174063,358,26,140,115,3
1303174080,359,26,140,117,2
1303174097,359,26,140,116,2
1303174120,360,26,140,115,3
1303174137,360,25,140,116,3
1303174154,360,25,140,116,3
1303174177,360,25,140,116,3
1303174194,360,25,140,114,3
1303174211,360,25,141,113,3
1303174233,360,25,140,113,3
1303174251,360,25,141,113,3
1303174267,360,25,140,114,3
1303174290,361,24,140,112,3
1303174307,361,25,141,113,3
1303174325,360,24,140,113,3
1303174342,361,24,141,113,3
1303174364,361,25,141,113,3
1303174381,361,24,141,114,3
1303174398,360,24,141,112,3
1303174421,359,24,140,113,3
1303174438,359,24,140,113,3
1303174455,359,24,140,111,3
1303174478,358,24,140,112,3
1303174495,359,24,140,3,3
1303174512,359,24,140,2,3
1303174535,359,24,140,3,3
1303174552,359,24,140,3,3
1303174569,359,24,140,2,3
1303174591,358,24,140,3,3
1303174609,358,24,140,3,3
1303174626,358,24,140,2,3
1303174643,359,24,140,3,3
1303174665,358,23,140,3,3
1303174682,358,24,140,3,3
1303174699,358,24,140,3,3
1303174722,358,24,140,3,3
1303174739,358,23,140,3,3
1303174756,358,23,140,3,3
1303174779,359,23,140,3,3
1303174795,358,24,140,3,3
1303174813,358,23,140,2,3
1303174836,357,23,140,3,3
1303174853,358,23,140,2,3
1303174870,357,23,139,2,3
1303174892,356,23,139,1,3
1303174911,357,23,139,1,3
1303174929,357,24,140,1,2
1303174953,358,24,140,1,2
1303174970,357,23,139,1,2
1303174989,358,23,140,2,3
1303175012,358,23,139,1,3
1303175030,357,23,140,1,3
1303175048,358,23,139,1,2
1303175072,358,23,140,1,3
1303175089,358,23,140,1,3
1303175108,358,23,140,1,3
1303175131,358,23,140,1,2
1303175149,358,23,140,1,2
1303175167,359,23,140,1,3
1303175191,359,23,140,1,3
1303175208,359,23,140,1,3
1303175227,358,23,140,1,3
1303175251,358,23,140,1,3
1303175268,358,23,139,1,3
1303175286,358,23,139,1,3
1303175310,358,23,140,1,3
1303175327,358,23,140,1,2
1303175346,358,23,140,1,3
1303175370,358,23,140,1,3
1303175388,358,23,140,1,3
1303175405,358,23,140,1,3
1303175429,358,23,140,1,3
1303175446,358,23,140,1,3
1303175465,357,23,140,1,2
1303175483,358,23,140,1,2
1303175506,358,23,140,1,2
1303175524,359,23,140,1,2
1303175543,359,23,140,1,2
1303175565,359,23,140,1,2
1303175584,359,23,140,1,2
1303175602,359,23,141,1,2
1303175625,358,23,140,1,3
1303175643,359,23,140,1,2
1303175662,359,23,140,1,2
1303175684,358,23,140,117,2
1303175702,358,23,140,133,2
1303175719,358,23,140,132,2
1303175742,359,23,140,127,2
1303175758,358,23,140,125,2
1303175776,359,23,140,120,2
1303175798,358,23,140,118,2
1303175815,359,23,140,117,2
1303175832,359,23,140,117,2
1303175855,358,23,140,117,2
1303175872,359,23,140,116,2
1303175889,359,23,140,116,2
1303175912,359,23,140,115,2
1303175929,358,23,140,117,2
1303175946,358,23,139,117,2
1303175963,358,23,140,117,2
1303175985,358,23,140,115,2
1303176002,357,23,140,116,2
1303176019,357,23,140,115,2
1303176042,358,23,140,116,2
1303176059,359,23,140,116,2
1303176076,358,23,140,116,2
1303176099,358,23,140,115,2
1303176116,358,23,140,115,3
1303176133,359,23,140,114,2
1303176155,359,23,140,114,2
1303176173,359,23,140,115,2
1303176189,359,23,140,115,3
1303176212,359,23,140,114,2
1303176229,358,23,140,113,2
1303176246,358,23,140,113,2
1303176263,359,23,141,114,2
1303176286,359,23,140,113,2
1303176303,359,23,140,115,2
1303176320,359,23,140,114,2
1303176343,360,23,140,113,2
1303176360,359,23,141,113,2
1303176377,359,23,140,114,2
1303176400,359,23,140,1,2
1303176417,360,23,141,1,2
1303176435,360,23,141,1,3
1303176458,359,23,140,1,2
1303176476,359,23,140,1,3
1303176495,359,23,141,1,3
1303176518,359,23,140,1,2
1303176536,359,23,140,1,2
1303176554,359,23,140,1,3
1303176578,358,23,140,1,2
1303176595,358,23,139,1,3
1303176614,358,23,140,1,3
1303176637,358,23,140,1,3
1303176655,358,23,140,1,3
1303176673,358,23,140,1,3
1303176697,358,23,140,1,3
1303176714,357,23,140,1,2
1303176733,358,23,140,1,2
1303176756,357,23,140,1,2
1303176774,358,23,140,1,2
1303176792,358,23,140,1,2
1303176816,358,23,140,1,3
1303176833,358,23,140,1,3
1303176852,358,23,140,1,2
1303176875,358,23,140,1,3
1303176893,358,23,140,1,3
1303176911,358,23,140,82,2
1303176935,358,23,140,1,2
1303176952,358,23,140,82,2
1303176971,357,23,139,1,2
1303176994,357,23,140,1,2
1303177012,358,23,140,1,3
1303177030,358,23,140,1,3
1303177054,358,23,140,1,3
1303177071,358,23,140,1,3
1303177090,358,23,140,1,2
1303177113,358,23,140,1,2
1303177131,359,23,140,1,2
1303177149,358,23,140,1,3
1303177173,358,23,140,1,3
1303177190,358,23,140,3,3
1303177209,358,23,140,1,3
1303177233,358,23,140,1,3
1303177250,357,23,140,1,3
1303177268,357,23,140,1,3
1303177292,357,23,140,1,3
1303177309,357,23,140,1,2
1303177328,358,23,140,1,2
1303177351,358,23,140,1,2
1303177368,358,23,140,1,2
1303177386,358,23,140,1,2
1303177402,358,23,140,130,2
1303177425,358,23,140,131,2
1303177442,357,23,140,129,3
1303177459,357,23,140,123,2
1303177481,358,23,140,120,2
1303177498,357,23,140,119,3
1303177515,358,23,140,119,2
1303177537,358,23,140,117,2
1303177554,358,23,140,117,2
1303177572,358,23,140,117,2
1303177594,358,23,140,117,2
1303177611,358,23,140,115,2
1303177628,358,23,140,116,2
1303177651,358,23,140,116,3
1303177668,358,23,140,116,3
1303177685,358,23,140,114,2
1303177703,358,23,140,117,2
1303177725,358,23,140,116,2
